question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿Cuál fue la respuesta de la comunidad internacional a la declaración de Trump sobre Jerusalén en 2017?,A,3,israel_palestina,20,Condena generalizada,Apoyo unánime,Indiferencia global
¿Qué papel jugó la OLP en los Acuerdos de Oslo?,A,3,israel_palestina,20,Negoció en nombre de los palestinos,Se opuso activamente,Participó como observador
¿Cómo se conoce comúnmente al plan de partición de Palestina propuesto por la ONU en 1947?,A,3,israel_palestina,20,Plan de Partición de la ONU,Plan de Paz de Medio Oriente,Plan Two-State
¿Cuál fue el impacto de la retirada de colonias en Gaza en 2005?,A,3,israel_palestina,20,Retiro unilateral israelí,Intensificación de los conflictos,Acuerdo de paz duradero
¿Cuál es el nombre de la muralla defensiva construida por Israel en Cisjordania?,A,3,israel_palestina,20,Muro de Separación,Muro de la Vergüenza,Muro de la Paz
¿Qué ciudad israelí fue fundada sobre un antiguo asentamiento árabe llamado Lifta?,A,3,israel_palestina,20,Mevaseret Zion,Modi'in,Jerusalén
¿Cuál es la población aproximada de la Franja de Gaza en la actualidad?,A,3,israel_palestina,20,Cerca de 2 millones,Cerca de 500.000,Cerca de 5 millones
¿En qué año se estableció oficialmente el movimiento sionista?,A,3,israel_palestina,20,1897,1917,1948
¿Cuál es el nombre de la unidad militar de inteligencia israelí conocida por sus operaciones encubiertas?,A,3,israel_palestina,20,Unit 8200,Sayeret Matkal,Shaldag
¿Qué significa la palabra "Intifada" en árabe?,A,3,israel_palestina,20,Levantamiento,Victoria,Diálogo
¿Cuántos refugiados palestinos fueron registrados por la UNRWA hasta la fecha?,A,3,israel_palestina,20,Más de 5 millones,Menos de 1 millón,Cerca de 3 millones
¿En qué año se proclamó oficialmente el Estado de Palestina?,A,3,israel_palestina,20,1988,1967,2000
¿Cuál es el significado del término "Línea Verde" en el contexto del conflicto israelí-palestino?,A,3,israel_palestina,20,Límite de armisticio de 1949,Límite de la Franja de Gaza,Límite del río Jordán
¿Cuándo se celebró la primera elección presidencial en la Autoridad Palestina?,A,3,israel_palestina,20,1996,2005,2010
¿Cuál es la posición de Israel sobre el derecho al retorno de los refugiados palestinos?,A,3,israel_palestina,20,Se opone al derecho al retorno,Apoya el derecho al retorno,Neutral sobre el derecho al retorno
¿Cuántos asentamientos israelíes hay actualmente en Cisjordania?,A,3,israel_palestina,20,Más de 100,Menos de 50,Cerca de 200
¿Cuál es el nombre del valle fértil que se extiende a lo largo del río Jordán y separa Cisjordania de Jordania?,A,3,israel_palestina,20,Valle del Rift,Valle de Jezreel,Valle de Hula
¿En qué año se llevó a cabo la "Operación Plomo Fundido" en la Franja de Gaza?,A,3,israel_palestina,20,2008-2009,2012,2014
¿Cuál es el estatus actual de la Ciudad Vieja de Jerusalén según las resoluciones de la ONU?,A,3,israel_palestina,20,Zona internacional bajo control de la ONU,Territorio ocupado por Israel,Área autónoma palestina
¿Cuál es la principal fuente de ingresos para la Autoridad Palestina?,A,3,israel_palestina,20,Asistencia internacional,Industria del turismo,Exportaciones agrícolas
¿Cuál fue el impacto de la construcción del Muro de Separación en la economía palestina?,A,3,israel_palestina,20,Aislamiento de comunidades palestinas,Estimulación económica,Neutral en la economía
¿Qué ciudad es considerada sagrada por tres religiones monoteístas y ha sido motivo de conflicto en el conflicto israelí-palestino?,A,3,israel_palestina,20,Jerusalén,Hebrón,Nablus
¿Cuál es la postura de Israel respecto a la solución de dos estados en la actualidad?,A,3,israel_palestina,20,Apoya la solución de dos estados,Se opone a la solución de dos estados,Aboga por una solución binacional
¿Qué impacto tuvo la Guerra de la Independencia de Israel en la demografía de la región?,A,3,israel_palestina,20,Desplazamiento de población palestina,Flujo de inmigración judía,Estabilidad demográfica
¿Cuál es el nombre del acuerdo de paz firmado entre Israel y Egipto en 1979?,A,3,israel_palestina,20,Acuerdos de Camp David,Acuerdo de Oslo,Tratado de Oslo
¿Cuál es el nombre del movimiento político y paramilitar palestino fundado en 1964?,A,3,israel_palestina,20,Organización para la Liberación de Palestina (OLP),Hamas,Hezbolá
¿En qué año Israel capturó Jerusalén Este durante la Guerra de los Seis Días?,A,3,israel_palestina,20,1967,1956,1973
¿Qué resolución de la ONU reconoció a Israel como un estado independiente?,A,3,israel_palestina,20,Resolución 181,Resolución 242,Resolución 338
¿Cuál es la posición de la Liga Árabe sobre el reconocimiento de Israel?,A,3,israel_palestina,20,Rechazo al reconocimiento,Reconocimiento condicional,Reconocimiento pleno
¿En qué década se establecieron los primeros kibutz en la región que luego se convertiría en Israel?,A,3,israel_palestina,20,Década de 1900,Década de 1920,Década de 1940
¿Cuál fue la respuesta de Israel al secuestro de un autobús escolar en 1978 por parte de palestinos?,A,3,israel_palestina,20,Operación Entebbe,Operación Ópera,Operación Litani
¿Qué territorio ocupado por Israel ha sido fuente de disputa con Siria durante décadas?,A,3,israel_palestina,20,Altos del Golán,Cisjordania,Franja de Gaza
¿Cuál fue el resultado de la Guerra de la Independencia de Israel en términos de territorio?,A,3,israel_palestina,20,Expansión del territorio israelí,Establecimiento de las fronteras actuales,Reducción del territorio israelí
¿Cuál es el nombre del acuerdo de paz firmado entre Israel y Jordania en 1994?,A,3,israel_palestina,20,Tratado de Paz Israel-Jordania,Acuerdo de Oslo,Acuerdo de Camp David
¿Qué ciudad es considerada sagrada por judíos cristianos y musulmanes y ha sido un punto focal en el conflicto israelí-palestino?,A,3,israel_palestina,20,Jerusalén,Hebrón,Nablus
¿Cuál fue el impacto de la resolución de la ONU que condenó la construcción de asentamientos israelíes en territorio palestino?,A,3,israel_palestina,20,Aumento de tensiones,Detención de la construcción,Retiro de asentamientos
¿Qué evento histórico llevó a la migración masiva de judíos a Palestina a principios del siglo XX?,A,3,israel_palestina,20,Diáspora judía,Pogromos rusos,Holocausto
¿Cuál fue la principal causa del éxodo de refugiados palestinos durante la Guerra de la Independencia de Israel?,A,3,israel_palestina,20,Expulsiones y huidas por conflictos,Presión internacional,Ofensiva militar planificada
¿Qué organización paramilitar judía fue responsable de la masacre de Deir Yassin en 1948?,A,3,israel_palestina,20,Irgún,Haganá,Stern Gang
¿Cuál es el nombre del acuerdo de paz firmado entre Israel y Palestina en 1993?,A,3,israel_palestina,20,Acuerdos de Oslo,Tratado de Paz Israel-Palestina,Acuerdo de Hebrón
¿Cuál es el estatus actual del Monte del Templo en Jerusalén?,A,3,israel_palestina,20,Control islámico,Control judío,Área internacional bajo control de la ONU
¿En qué año se proclamó el Estado de Israel?,A,3,israel_palestina,20,1948,1967,1956
¿Qué conflicto armado involucró a Israel Egipto y Siria en 1973?,A,3,israel_palestina,20,Guerra de Yom Kipur,Guerra de los Seis Días,Guerra de Independencia
¿Cuál fue el resultado de la Guerra de los Seis Días en términos de territorio para Israel?,A,3,israel_palestina,20,Ampliación significativa del territorio,Retiro de territorio ocupado,Establecimiento de las fronteras actuales
¿Cuántos corazones tiene un pulpo?,A,1,curiosidades,10,3,1,2
¿Cuál es el único mamífero capaz de volar?,A,1,curiosidades,10,Murciélago,Ardilla,Colibrí
¿Cuántos huesos tiene un bebé al nacer?,A,1,curiosidades,10,300,206,270
¿Cuál es el lugar más profundo de la Tierra?,A,1,curiosidades,10,Fosa de las Marianas,Gran Cañón,Mariana Trench
¿Cuántos músculos tiene el ojo humano?,A,1,curiosidades,10,6,12,8
¿Cuál es el animal más venenoso del mundo?,A,1,curiosidades,10,Cono de tulipán,Medusa,Escorpión
¿Cuál es la velocidad de la luz en kilómetros por segundo?,A,1,curiosidades,10,299.792 km/s,249.876 km/s,349.901 km/s
¿Cuánto tiempo tarda la luz del Sol en llegar a la Tierra?,A,1,curiosidades,10,8 minutos y 20 segundos,12 minutos y 40 segundos,5 minutos y 10 segundos
¿Cuántos ojos tiene una abeja?,A,1,curiosidades,10,5,2,3
¿Cuál es el material más resistente creado por el hombre?,A,1,curiosidades,10,Grafeno,Acero,Aluminio
¿Cuántos oídos tiene un caracol?,A,1,curiosidades,10,4,2,1
¿Qué animal puede vivir sin agua?,A,1,curiosidades,10,Camello,Cucaracha,Tortuga
¿Cuántas especies de arañas hay en el mundo?,A,1,curiosidades,10,Más de 40.000,Más de 10.000,Más de 20.000
¿Cuántos dientes tiene un tiburón blanco promedio?,A,1,curiosidades,10,300,50,0
¿Cuánto pesa un cerebro humano promedio?,A,1,curiosidades,10,1.4 kg,2.5 kg,0.8 kg
¿Cuántos tipos de sangre hay en el sistema de grupos sanguíneos ABO?,A,1,curiosidades,10,4,3,2
¿Cuántos litros de sangre tiene el cuerpo humano en promedio?,A,1,curiosidades,10,5-6 litros,3-4 litros,7-8 litros
¿Cuánto tiempo tarda en formarse una estrella?,A,1,curiosidades,10,Millones de años,Decenas de años,Cientos de años
¿Cuántos colores puede ver un perro?,A,1,curiosidades,10,Blanco y negro,Verde y azul,Rojo y amarillo
¿Cuántos kilómetros cuadrados tiene la Antártida?,A,1,curiosidades,10,14 millones de km²,20 millones de km²,10 millones de km²
¿Cuál es la temperatura más baja registrada en la Tierra?,A,1,curiosidades,10,-128.6°F (-89.2°C),-100°F (-73.2°C),-150°F (-101.1°C)
¿Cuántos días tarda la Luna en orbitar alrededor de la Tierra?,A,1,curiosidades,10,27.3 días,30 días,20 días
¿Cuánto tiempo tarda la Tierra en dar una vuelta completa alrededor del Sol?,A,1,curiosidades,10,365.25 días,356 días,370 días
¿Cuál es el único planeta que rota en sentido contrario a las agujas del reloj?,A,1,curiosidades,10,Venus,Marte,Júpiter
¿Cuántos volcanes hay en Japón?,A,1,curiosidades,10,Más de 100,50,20
¿Cuál es la montaña más antigua del mundo?,A,1,curiosidades,10,Macizo de Barberton,Macizo de Pilbara,Monte Everest
¿Cuánto dura el proceso de digestión de un alimento en el estómago humano?,A,1,curiosidades,10,2-4 horas,6-8 horas,12-24 horas
¿Cuántos kilómetros cuadrados tiene la isla de Madagascar?,A,1,curiosidades,10,587.000 km²,400.000 km²,800.000 km²
¿Cuántos litros de saliva produce una persona en toda su vida?,A,1,curiosidades,10,25.000 litros,15.000 litros,10.000 litros
¿Cuántos años puede vivir una tortuga gigante de las Galápagos?,A,1,curiosidades,10,Más de 100 años,50-75 años,25-40 años
¿Cuántos kilómetros cuadrados tiene el bosque amazónico?,A,1,curiosidades,10,Más de 6 millones de km²,4 millones de km²,2 millones de km²
¿Cuántos huesos tiene un adulto humano?,A,1,curiosidades,10,206,300,150
¿Cuánto tiempo tarda la luz del Sol en llegar a la Luna?,A,1,curiosidades,10,1.28 segundos,8 minutos y 20 segundos,12 minutos y 40 segundos
¿Cuánto tarda un humano en dormirse?,A,1,curiosidades,10,7 minutos,15 minutos,30 minutos
¿Cuántos años vive una abeja obrera en verano?,A,1,curiosidades,10,6 semanas,12 semanas,3 meses
¿Cuánto tiempo tarda en descomponerse una lata de aluminio en la naturaleza?,A,1,curiosidades,10,200-500 años,50 años,1.000 años
¿Cuál es la planta más venenosa del mundo?,A,1,curiosidades,10,Ricino,Flor de la trompeta,Nerium oleander
¿Cuántas neuronas tiene el cerebro humano?,A,1,curiosidades,10,Más de 86 mil millones,50 mil millones,100 mil millones
¿Cuántos pelos tiene un ser humano en la cabeza?,A,1,curiosidades,10,100.000-150.000,50.000-75.000,200.000-250.000
¿Cuál es el lugar más seco de la Tierra?,A,1,curiosidades,10,Desierto de Atacama,Desierto del Sahara,Desierto de Sonora
¿Cuántas especies de hongos existen en la Tierra?,A,1,curiosidades,10,Más de 5 millones,1 millón,500.000
¿Cuánto tiempo pasa un promedio de vida humano en sueños?,A,1,curiosidades,10,25 años,20 años,15 años
¿Cuántos kilómetros cuadrados tiene el bosque boreal?,A,1,curiosidades,10,Más de 11 millones de km²,8 millones de km²,5 millones de km²
¿Cuántas especies de mariposas hay en el mundo?,A,1,curiosidades,10,Más de 165000,50000,100000
¿Cuántos litros de sangre bombea el corazón humano cada día?,A,1,curiosidades,10,7000 litros,5000 litros,10000 litros
¿Cuántos años puede vivir una ballena jorobada?,A,1,curiosidades,10,Más de 90 años,50-70 años,20-30 años
¿Cuántos músculos tiene un elefante en su trompa?,A,1,curiosidades,10,Más de 40000,20000,10000
¿Cuál es la longitud promedio de un intestino humano?,A,1,curiosidades,10,7 metros,10 metros,5 metros
¿Cuántas especies de serpientes existen en el mundo?,A,1,curiosidades,10,Más de 3000,1000,2000
¿Cuántos latidos por minuto tiene el corazón de un colibrí en reposo?,A,1,curiosidades,10,1200 latidos por minuto,600 latidos por minuto,300 latidos por minuto
¿Cuántos años puede vivir un árbol de secuoya gigante?,A,1,curiosidades,10,Más de 3000 años,1000-2000 años,500-1000 años
¿Cuántos ojos tiene una estrella de mar?,A,1,curiosidades,10,5,2,10
¿Cuánto tiempo tarda en girar la Tierra sobre su eje?,A,1,curiosidades,10,24 horas,23 horas y 56 minutos,12 horas
¿Cuánto tiempo tarda un rayo en llegar a la Tierra?,A,1,curiosidades,10,1-2 segundos,3-4 segundos,5-6 segundos
¿Cuánto tiempo tarda un cabello humano en crecer 1 centímetro?,A,1,curiosidades,10,1 mes,1 semana,1 día
¿Cuántos metros cuadrados de piel tiene el cuerpo humano promedio?,A,1,curiosidades,10,2 metros cuadrados,1 metro cuadrado,3 metros cuadrados
¿Cuál es el animal más ruidoso del mundo?,A,1,curiosidades,10,Ballena azul,Chapulín,Rana leopardo
¿Cuántos litros de lágrimas produce un ser humano promedio en su vida?,A,1,curiosidades,10,Más de 900 litros,500 litros,1000 litros
¿Cuánto tarda la luz de la Luna en llegar a la Tierra?,A,1,curiosidades,10,1.28 segundos,1 segundo,2 segundos
¿Cuántos dientes tiene un adulto promedio en la boca?,A,1,curiosidades,10,32,28,36
¿Cuántos kilómetros cuadrados tiene la isla de Groenlandia?,A,1,curiosidades,10,2.166 millones de km²,1.833 millones de km²,1.500 millones de km²
¿Cuánto tiempo tarda la Tierra en dar una vuelta completa alrededor del Sol?,A,1,curiosidades,10,365.25 días,365 días,360 días
¿Cuántos años puede vivir un koala en estado salvaje?,A,1,curiosidades,10,Hasta 15 años,Hasta 10 años,Hasta 20 años
¿Cuántos oídos tiene un cangrejo ermitaño?,A,1,curiosidades,10,2,4,1
¿Cuántos dientes tiene un hipopótamo adulto?,A,1,curiosidades,10,40,20,50
¿Cuántos litros de orina produce un adulto promedio en un día?,A,1,curiosidades,10,1.5 a 2 litros,3 a 4 litros,0.5 a 1 litro
¿Cuál es la especie más antigua de árbol conocida?,A,1,curiosidades,10,Pino Bristlecone,Pino longevo,Pino de Wollemi
¿Cuántas especies de pingüinos existen en el mundo?,A,1,curiosidades,10,18,15,12
¿Cuántos años puede vivir una tortuga de Galápagos?,A,1,curiosidades,10,Más de 100 años,50-75 años,25-40 años
¿Cuál es el elemento químico más pesado de la naturaleza?,A,1,curiosidades,10,Uranio,Plutonio,Plomo
¿Cuántos kilómetros cuadrados tiene el Sahara?,A,1,curiosidades,10,9.2 millones de km²,7 millones de km²,5 millones de km²
¿Cuántos colores tiene un camaleón?,A,1,curiosidades,10,360,180,90
¿Cuántos kilómetros cuadrados tiene el océano Pacífico?,A,1,curiosidades,10,Más de 165 millones de km²,150 millones de km²,120 millones de km²
¿Cuánto pesa una nube promedio?,A,1,curiosidades,10,1 millón de libras,100.000 libras,10 libras,000 libras
¿Cómo se llama el fenómeno que hace que la Luna se vea más grande en el horizonte?,A,2,curiosidades,10,Luna ilusoria,Efecto de Ponzo,Luna gigante
¿Cuál es el animal que puede regenerar partes de su cuerpo?,A,2,curiosidades,10,Axolotl,Estrella de mar,Salamandra
¿Cuánto tiempo podría sobrevivir un humano en el espacio exterior sin traje espacial?,A,2,curiosidades,10,Menos de 1 minuto,Alrededor de 30 segundos,Más de 2 minutos
¿Cuál es el ave con el vuelo más largo y sin escalas?,A,2,curiosidades,10,Golondrina común,Ganso del Pacífico,Albatros errante
¿En qué parte del cuerpo se encuentra la única articulación en forma de bola y cavidad?,A,2,curiosidades,10,Hombro,Codo,Tobillo
¿Cuál es el material más ligero del mundo?,A,2,curiosidades,10,Aerogel,Helio,Aluminio
¿Cuál es la temperatura más baja jamás registrada en la Tierra?,A,2,curiosidades,10,-128.6°F (-89.2°C),-150°F (-101.1°C),-110°F (-79.4°C)
¿Cuántas veces parpadea una persona promedio por minuto?,A,2,curiosidades,10,15-20 veces,30-40 veces,10-15 veces
¿Qué gas se utiliza para hacer que los refrescos sean efervescentes?,A,2,curiosidades,10,Dióxido de carbono,Oxígeno,Hidrógeno
¿Cuánto tiempo puede un camaleón cambiar de color?,A,2,curiosidades,10,En segundos,En minutos,En horas
¿Cuántos huesos componen la columna vertebral humana?,A,2,curiosidades,10,33,24,42
¿Cuál es el material más antiguo encontrado en la Tierra?,A,2,curiosidades,10,Diamante,Perla,Ámbar
¿Cuántos tipos de células diferentes hay en el cuerpo humano?,A,2,curiosidades,10,Más de 200,50,100
¿En qué parte del mundo se encuentra la única selva tropical templada?,A,2,curiosidades,10,Chile,Estados Unidos,Canadá
¿Cuántas especies de plantas existen en la Tierra?,A,2,curiosidades,10,Más de 300000,Más de 500000,Más de 1 millón
¿Cuántos latidos por minuto tiene el corazón de un colibrí en actividad?,A,2,curiosidades,10,Hasta 1200 latidos,600-800 latidos,200-300 latidos
¿Cuál es la velocidad de escape de la gravedad en la Tierra?,A,2,curiosidades,10,11.2 km/s,9.8 km/s,15.6 km/s
¿Cuántos ojos tiene un percebe?,A,2,curiosidades,10,0,1,2
¿Cuántos litros de sangre puede bombear el corazón humano en un minuto?,A,2,curiosidades,10,Hasta 5 litros,Hasta 10 litros,Hasta 20 litros
¿En qué año se extinguieron los últimos dinosaurios?,A,2,curiosidades,10,No todos se extinguieron,65 millones de años atrás,100 millones de años atrás
¿Cuánto tiempo tarda la luz del Sol en llegar a la Tierra?,A,2,curiosidades,10,8 minutos y 20 segundos,10 minutos y 30 segundos,5 minutos y 45 segundos
¿Cuántos átomos hay en el cuerpo humano promedio?,A,2,curiosidades,10,Más de 7 mil trillones,Más de 2 mil trillones,Más de 5 mil trillones
¿Cuántas veces más potente es el olfato de un perro en comparación con el de un humano?,A,2,curiosidades,10,Hasta 100000 veces más,Hasta 10000 veces más,Hasta 1000 veces más
¿Cuál es el metal más abundante en la corteza terrestre?,A,2,curiosidades,10,Aluminio,Hierro,Cobre
¿Cuántos años tarda en crecer un solo centímetro de cabello humano?,A,2,curiosidades,10,1 mes,1 día,1 semana
¿Cuál es el animal más ruidoso del mundo en proporción a su tamaño?,A,2,curiosidades,10,Pez tamboril,Ciervo,Murciélago
¿Cuántos tipos de células sanguíneas hay en el cuerpo humano?,A,2,curiosidades,10,Tres,Cuatro,Dos
¿Cuántos kilómetros cuadrados tiene el área total de la Gran Muralla China?,A,2,curiosidades,10,21000 km²,13000 km²,8800 km²
¿Cuántos litros de saliva produce una persona en toda su vida?,A,2,curiosidades,10,Más de 2000 litros,Más de 15000 litros,Más de 10000 litros
¿Cuánto tiempo puede una hormiga vivir bajo el agua sin ahogarse?,A,2,curiosidades,10,Hasta 2 días,Hasta 1 semana,Hasta 24 horas
¿Cuál es el árbol más antiguo conocido en el mundo?,A,2,curiosidades,10,Prometeo,Matusalén,Sarv-e Abarqu
¿Cuánto tiempo tarda un promedio de vida humano en sueños?,A,2,curiosidades,10,Hasta 6 años,Hasta 4 años,Hasta 2 años
¿Cuántos litros de sangre bombea el corazón humano cada día?,A,2,curiosidades,10,Hasta 10000 litros,Hasta 7000 litros,Hasta 5000 litros
¿Cuál es la flor más grande del mundo?,A,2,curiosidades,10,Rafflesia,Orquídea,Violeta
¿Cuál es el sonido más fuerte que puede oír el oído humano?,A,3,curiosidades,10,Rugido de un cohete despegando,Explosión volcánica,Tonada de una ballena
¿Cómo se llama el fenómeno en el que un objeto parece desaparecer debido a la curvatura de la luz?,A,3,curiosidades,10,Invisibilidad cuántica,Efecto Doppler,Reflexión total interna
¿Cuántos años luz de distancia está la estrella más cercana a la Tierra?,A,3,curiosidades,10,4.24 años luz,2.5 años luz,1.8 años luz
¿Cuál es la probabilidad de que dos personas en un grupo de 23 cumplan años el mismo día?,A,3,curiosidades,10,50%,95%,99.9%
¿En qué año está programado el próximo eclipse total de sol visible desde América del Norte?,A,3,curiosidades,10,2024,2030,2028
¿Cuántos idiomas se hablan en el mundo en la actualidad?,A,3,curiosidades,10,Más de 7000,Más de 5,000,Más de 10000
¿Cuántas estrellas hay en la Vía Láctea?,A,3,curiosidades,10,Más de 100 mil millones,Más de 50 mil millones,Más de 200 mil millones
¿Cuál es la temperatura en grados Celsius de una chispa producida por un encendedor?,A,3,curiosidades,10,3.000°C,1.500°C,800°C
¿Cuántos gigabytes de información puede almacenar el ADN humano?,A,3,curiosidades,10,215 petabytes,1 zettabyte,700 terabytes
¿Cuántos músculos utiliza el cuerpo humano para fruncir el ceño?,A,3,curiosidades,10,Más de 40,Más de 20,Más de 30
¿Cuántas veces más fuerte es un terremoto de magnitud 8 que uno de magnitud 7?,A,3,curiosidades,10,10 veces más fuerte,32 veces más fuerte,100 veces más fuerte
¿Cuál es la velocidad de escape de la gravedad en un agujero negro?,A,3,curiosidades,10,Igual a la velocidad de la luz,Más rápida que la velocidad de la luz,Menos rápida que la velocidad de la luz
¿Cuántos años tarda en completarse un ciclo solar de 11 años?,A,3,curiosidades,10,11 años,22 años,33 años
¿Cuántos kilómetros cuadrados de tierra cultivable se pierden cada año debido a la erosión del suelo?,A,3,curiosidades,10,24 mil millones de km²,5 mil millones de km²,10 mil millones de km²
¿Cuántos bits de información puede procesar el cerebro humano por segundo?,A,3,curiosidades,10,10^16 bits,10^10 bits,10^13 bits
¿Cuántos años de vida ahorrada representa una hora de ejercicio?,A,3,curiosidades,10,Hasta 2 horas,Hasta 4 horas,Hasta 6 horas
¿Cuántas veces por segundo parpadea un ojo humano en promedio?,A,3,curiosidades,10,12 veces por minuto,20 veces por minuto,30 veces por minuto
¿Cuánto tiempo pasa un humano promedio soñando durante toda su vida?,A,3,curiosidades,10,6 años,4 años,8 años
¿Cuántos exoplanetas se han descubierto fuera de nuestro sistema solar?,A,3,curiosidades,10,Más de 4.000,Más de 2.000,Más de 6000
¿Cuántas neuronas hay en el cerebro humano?,A,3,curiosidades,10,Más de 86 mil millones,Más de 100 mil millones,Más de 50 mil millones
¿Cuántos años luz de diámetro tiene la galaxia de Andrómeda?,A,3,curiosidades,10,220.000 años luz,150.000 años luz,100.000 años luz
¿Cuántos años puede vivir un árbol Bristlecone el más antiguo conocido?,A,3,curiosidades,10,Más de 5.000 años,Más de 3.000 años,Más de 2.000 años
¿Cuántos kilómetros cuadrados tiene la selva amazónica?,A,3,curiosidades,10,Cerca de 7 millones de km²,Cerca de 5 millones de km²,Cerca de 9 millones de km²
¿Cuántos años podría un humano vivir en Marte antes de sufrir efectos irreversibles?,A,3,curiosidades,10,2 años,4 años,1 año
¿Cuántos años luz de distancia está la galaxia más cercana a la nuestra la Enana del Can Mayor?,A,3,curiosidades,10,25.000 años luz,4.000 años luz,100.000 años luz
¿Cuántos gigantes gaseosos hay en nuestro sistema solar?,A,3,curiosidades,10,4,2,5
¿Cuántos kilómetros cuadrados tiene la capa de hielo de la Antártida?,A,3,curiosidades,10,Cerca de 14 millones de km²,Cerca de 10 millones de km²,Cerca de 17 millones de km²
¿Cuántas veces más rápido es un huracán de categoría 5 que un tornado EF5?,A,3,curiosidades,10,100 veces más rápido,10 veces más rápido,1.000 veces más rápido
¿Cuántos años podría vivir una tortuga gigante de las Galápagos?,A,3,curiosidades,10,Más de 150 años,Más de 200 años,Más de 250 años
¿Cuántas veces más densa es una estrella de neutrones en comparación con el Sol?,A,3,curiosidades,10,Un millón de veces más,Mil veces más,Cien veces más
¿Cuántos años luz de distancia está Sirio la estrella más brillante que podemos ver desde la Tierra?,A,3,curiosidades,10,8.6 años luz,4.3
¿Cuál es el sonido más extraño registrado en el espacio exterior?,A,4,curiosidades,10,Ondas de plasma interestelar,Chirridos de radiación cósmica,Sonidos de pulsares
¿En qué año se descubrió el primer exoplaneta confirmado?,A,4,curiosidades,10,1992,2000,1985
¿Cuántos años luz de distancia está el agujero negro más cercano a la Tierra conocido?,A,4,curiosidades,10,1.000 años luz,2.000 años luz,3.000 años luz
¿Cuántos años de vida ahorraría una hora de sueño cada noche durante toda la vida?,A,4,curiosidades,10,Hasta 4 años,Hasta 6 años,Hasta 8 años
¿En qué año se detectó por primera vez la expansión acelerada del universo?,A,4,curiosidades,10,1998,2005,1995
¿Cuántas dimensiones se sugiere que tiene el multiverso según algunas teorías cosmológicas?,A,4,curiosidades,10,Infinitas,11,4
¿Cuántos años luz de diámetro tiene la red cósmica más grande conocida?,A,4,curiosidades,10,1.000 millones de años luz,500 millones de años luz,2.000 millones de años luz
¿Cuánto tiempo podría un humano sobrevivir en el vacío del espacio sin traje?,A,4,curiosidades,10,Menos de 1 minuto,Alrededor de 30 segundos,Más de 2 minutos
¿Cuál es el animal más antiguo que ha sido descubierto con vida en la Tierra?,A,4,curiosidades,10,Medusa Turritopsis dohrnii,Tarántula,Gasterópodo Lingulida
¿Cuántos años luz de distancia está la nebulosa del Águila?,A,4,curiosidades,10,7,000 años luz,5000 años luz,10000 años luz
¿Cuál es el objeto más lejano que la humanidad ha alcanzado con una sonda espacial?,A,4,curiosidades,10,Voyager 1,Voyager 2,New Horizons
¿Cuántos años luz de distancia está la galaxia espiral más grande conocida Malin 1?,A,4,curiosidades,10,1000 millones de años luz,500 millones de años luz,2.000 millones de años luz
¿Cuántos bits de información puede almacenar una hebra de ADN?,A,4,curiosidades,10,10^21 bits,10^18 bits,10^24 bits
¿Cuántos años luz de distancia está la estrella más antigua conocida HD 140283?,A,4,curiosidades,10,14.000 años luz,13.000 años luz,15.000 años luz
¿Cuál es la velocidad máxima a la que puede viajar la luz en el vacío?,A,4,curiosidades,10,299.792 km/s,349.901 km/s,249.876 km/s
¿Cuántos años luz de distancia está el agujero negro supermasivo en el centro de la Vía Láctea?,A,4,curiosidades,10,26.000 años luz,25.000 años luz,27.000 años luz
¿Cuál es la cantidad estimada de planetas habitables en la Vía Láctea?,A,4,curiosidades,10,Más de 100 mil millones,Más de 50 mil millones,Más de 200 mil millones
¿Cuántos años luz de distancia está la galaxia espiral más cercana Andrómeda?,A,4,curiosidades,10,2.5 millones de años luz,2 millones de años luz,3 millones de años luz
¿Cuántos años luz de distancia está la Nebulosa de Orión?,A,4,curiosidades,10,1.344 años luz,1.500 años luz,1.200 años luz
¿Cuánto tiempo podría una persona sobrevivir sin oxígeno?,A,4,curiosidades,10,Menos de 5 minutos,Menos de 10 minutos,Menos de 15 minutos
¿En qué año se llevó a cabo la primera caminata espacial realizada por un humano?,A,4,curiosidades,10,1965,1970,1959
¿Cuántos años luz de distancia está el exoplaneta más parecido a la Tierra Proxima Centauri b?,A,4,curiosidades,10,4.24 años luz,3.5 años luz,5 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más grande conocido El Gordo?,A,4,curiosidades,10,7.000 millones de años luz,6000 millones de años luz,8.000 millones de años luz
¿Cuántos años luz de distancia está la Nebulosa del Huevo?,A,4,curiosidades,10,7.000 años luz,6.000 años luz,8.000 años luz
¿Cuántos años luz de distancia está el agujero negro más cercano al Sistema Solar V616 Monocerotis?,A,4,curiosidades,10,3000 años luz,2500 años luz,4000 años luz
¿En qué año se lanzó la sonda espacial Hubble?,A,4,curiosidades,10,1990,1985,1995
¿Cuántos años luz de distancia está la Nebulosa de la Laguna?,A,4,curiosidades,10,4.000 años luz,3.000 años luz,5.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más cercano la Nube de Magallanes?,A,4,curiosidades,10,160.000 años luz,150.000 años luz,170.000 años luz
¿Cuántos años luz de distancia está el agujero negro más masivo conocido TON 618?,A,4,curiosidades,10,10.000 años luz,9.000 años luz,11.000 años luz
